-996.500	0.000
-988.500	0.000
-980.500	2.000
-972.499	0.000
-964.499	1.000
-956.499	0.000
-948.499	0.000
-940.499	0.000
-932.499	1.000
-924.498	2.000
-916.498	0.000
-908.498	0.000
-900.498	0.000
-892.498	0.000
-884.498	2.000
-876.497	2.000
-868.497	1.000
-860.497	2.000
-852.497	2.000
-844.497	0.000
-836.497	0.000
-828.496	2.000
-820.496	1.000
-812.496	0.000
-804.496	0.000
-796.496	2.000
-788.496	1.000
-780.495	3.000
-772.495	2.000
-764.495	2.000
-756.495	1.000
-748.495	5.000
-740.495	4.000
-732.494	7.000
-724.494	2.000
-716.494	5.000
-708.494	4.000
-700.494	5.000
-692.494	5.000
-684.493	1.000
-676.493	7.000
-668.493	3.000
-660.493	7.000
-652.493	8.000
-644.493	10.000
-636.492	9.000
-628.492	9.000
-620.492	12.000
-612.492	11.000
-604.492	13.000
-596.492	16.000
-588.491	13.000
-580.491	15.000
-572.491	19.000
-564.491	25.000
-556.491	19.000
-548.491	32.000
-540.490	29.000
-532.490	28.000
-524.490	22.000
-516.490	29.000
-508.490	37.000
-500.490	42.000
-492.489	49.000
-484.489	56.000
-476.489	57.000
-468.489	50.000
-460.489	71.000
-452.489	67.000
-444.488	77.000
-436.488	88.000
-428.488	91.000
-420.488	101.000
-412.488	117.000
-404.488	116.000
-396.487	137.000
-388.487	135.000
-380.487	126.000
-372.487	168.000
-364.487	188.000
-356.487	182.000
-348.486	225.000
-340.486	236.000
-332.486	232.000
-324.486	260.000
-316.486	276.000
-308.486	306.000
-300.485	331.000
-292.485	358.000
-284.485	374.000
-276.485	436.000
-268.485	363.000
-260.485	437.000
-252.484	504.000
-244.484	499.000
-236.484	534.000
-228.484	557.000
-220.484	570.000
-212.484	606.000
-204.483	594.000
-196.483	679.000
-188.483	666.000
-180.483	690.000
-172.483	706.000
-164.483	789.000
-156.482	700.000
-148.482	747.000
-140.482	816.000
-132.482	856.000
-124.482	826.000
-116.482	830.000
-108.481	805.000
-100.481	864.000
-92.481	904.000
-84.481	879.000
-76.481	862.000
-68.481	827.000
-60.480	870.000
-52.480	832.000
-44.480	788.000
-36.480	832.000
-28.480	813.000
-20.480	829.000
-12.479	822.000
-4.479	796.000
3.521	730.000
11.521	772.000
19.521	736.000
27.521	717.000
35.522	688.000
43.522	653.000
51.522	665.000
59.522	635.000
67.522	630.000
75.522	566.000
83.523	597.000
91.523	622.000
99.523	573.000
107.523	575.000
115.523	522.000
123.523	550.000
131.524	543.000
139.524	504.000
147.524	498.000
155.524	487.000
163.524	500.000
171.524	451.000
179.525	459.000
187.525	443.000
195.525	441.000
203.525	420.000
211.525	422.000
219.525	409.000
227.526	429.000
235.526	449.000
243.526	417.000
251.526	416.000
259.526	441.000
267.526	441.000
275.527	434.000
283.527	425.000
291.527	452.000
299.527	454.000
307.527	457.000
315.527	483.000
323.528	446.000
331.528	494.000
339.528	478.000
347.528	544.000
355.528	535.000
363.528	530.000
371.529	530.000
379.529	548.000
387.529	557.000
395.529	578.000
403.529	608.000
411.529	627.000
419.530	623.000
427.530	639.000
435.530	683.000
443.530	714.000
451.530	656.000
459.530	750.000
467.531	704.000
475.531	705.000
483.531	767.000
491.531	779.000
499.531	813.000
507.531	782.000
515.532	822.000
523.532	827.000
531.532	846.000
539.532	915.000
547.532	900.000
555.532	874.000
563.533	884.000
571.533	922.000
579.533	926.000
587.533	962.000
595.533	931.000
603.533	978.000
611.534	1005.000
619.534	1004.000
627.534	1004.000
635.534	969.000
643.534	1059.000
651.534	1010.000
659.535	1001.000
667.535	1019.000
675.535	965.000
683.535	998.000
691.535	1004.000
699.535	967.000
707.536	925.000
715.536	940.000
723.536	923.000
731.536	943.000
739.536	876.000
747.536	926.000
755.537	921.000
